,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
169,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Community Bank of Pinellas"" ",,What is the maximum total assets Community Bank of Pinellas ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
170,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The First Bankers of Palm Beach County, National Association""",1990-10-04 00:00:00,"What was the last update for The First Bankers of Palm Beach County, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The First Bankers of Palm Beach County, National Association""",1990-10-04 00:00:00,1
171,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The First Bankers of Palm Beach County, National Association"" ",174337,"What is the maximum total assets The First Bankers of Palm Beach County, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
172,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Reynolds""",1994-10-19 00:00:00,What was the last update for Bank of Reynolds?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Reynolds""",1994-10-19 00:00:00,1
173,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Reynolds"" ",61693,What is the maximum total assets Bank of Reynolds ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
174,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The York Bank and Trust Company""",2000-02-10 00:00:00,What was the last update for The York Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The York Bank and Trust Company"" LIMIT 1",2000-02-10 00:00:00,1
175,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The York Bank and Trust Company"" ",954352,What is the maximum total assets The York Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""The York Bank and Trust Company""",954352,1
176,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First State Bank of Medford""",1990-10-04 00:00:00,What was the last update for First State Bank of Medford?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First State Bank of Medford""",1990-10-04 00:00:00,1
177,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First State Bank of Medford"" ",,What is the maximum total assets First State Bank of Medford ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
178,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First Bank National Association""",1997-06-16 00:00:00,What was the last update for First Bank National Association?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'First Bank National Association' LIMIT 1",1997-06-16 00:00:00,1
179,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First Bank National Association"" ",35554951,What is the maximum total assets First Bank National Association ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
180,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Sun Bank of Lauderdale Beach""",1990-10-04 00:00:00,What was the last update for Sun Bank of Lauderdale Beach?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Sun Bank of Lauderdale Beach""",1990-10-04 00:00:00,1
181,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Sun Bank of Lauderdale Beach"" ",,What is the maximum total assets Sun Bank of Lauderdale Beach ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
182,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Orange Bank""",1994-03-30 00:00:00,What was the last update for Orange Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Orange Bank"" LIMIT 1",1994-03-30 00:00:00,1
183,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Orange Bank"" ",354423,What is the maximum total assets Orange Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
184,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Brandon State Bank""",1990-10-04 00:00:00,What was the last update for Brandon State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Brandon State Bank' LIMIT 1",1990-10-04 00:00:00,1
185,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Brandon State Bank"" ",,What is the maximum total assets Brandon State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
186,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Azle State Bank""",1999-03-23 00:00:00,What was the last update for Azle State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Azle State Bank""",1999-03-23 00:00:00,1
187,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Azle State Bank"" ",100587,What is the maximum total assets Azle State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
188,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Commercial Bank and Trust Company""",1993-09-22 00:00:00,What was the last update for Commercial Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Commercial Bank and Trust Company""",1993-09-22 00:00:00,1
189,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Commercial Bank and Trust Company"" ",233644,What is the maximum total assets Commercial Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
190,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers State Bank of Cut Bank""",1996-04-04 00:00:00,What was the last update for Farmers State Bank of Cut Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Farmers State Bank of Cut Bank""",1996-04-04 00:00:00,1
191,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers State Bank of Cut Bank"" ",27624,What is the maximum total assets Farmers State Bank of Cut Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
192,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""MBank Austin North, National Association""",1990-10-04 00:00:00,"What was the last update for MBank Austin North, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""MBank Austin North, National Association""",1990-10-04 00:00:00,1
193,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""MBank Austin North, National Association"" ",110797,"What is the maximum total assets MBank Austin North, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
194,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Community State Bank""",2022-08-31 00:00:00,What was the last update for Community State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Community State Bank' LIMIT 1",2022-08-31 00:00:00,1
195,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Community State Bank"" ",1397083,What is the maximum total assets Community State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
196,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""American National Bank of Lisle""",1993-06-03 00:00:00,What was the last update for American National Bank of Lisle?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""American National Bank of Lisle""",1993-06-03 00:00:00,1
197,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""American National Bank of Lisle"" ",23047,What is the maximum total assets American National Bank of Lisle ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
198,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""M&I Bank of Hilldale""",1991-08-29 00:00:00,What was the last update for M&I Bank of Hilldale?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""M&I Bank of Hilldale""",1991-08-29 00:00:00,1
199,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""M&I Bank of Hilldale"" ",357766,What is the maximum total assets M&I Bank of Hilldale ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
0,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Southwest Bank""",2002-10-30 00:00:00,What was the last update for Southwest Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Southwest Bank' LIMIT 1",2002-10-30 00:00:00,1
1,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Southwest Bank"" ",2886946,What is the maximum total assets Southwest Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
2,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Centran Bank of Akron""",1990-10-04 00:00:00,What was the last update for Centran Bank of Akron?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Centran Bank of Akron""",1990-10-04 00:00:00,1
3,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Centran Bank of Akron"" ",339888,What is the maximum total assets Centran Bank of Akron ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
